1,[PAD]
0,[GRP]
2,tr|A0A6J2GAC7|A0A6J2GAC7_9PASS
95,tr|A0A6J2G7Q9|A0A6J2G7Q9_9PASS
96,tr|A0A6J2G7R3|A0A6J2G7R3_9PASS
97,tr|A0A6J2G895|A0A6J2G895_9PASS
98,tr|A0A6J2G8U7|A0A6J2G8U7_9PASS
99,tr|A0A6J2G9V1|A0A6J2G9V1_9PASS
100,tr|A0A6J2GA47|A0A6J2GA47_9PASS
101,tr|A0A6J2GAE5|A0A6J2GAE5_9PASS
102,tr|A0A6J2GAK5|A0A6J2GAK5_9PASS
103,tr|A0A6J2GAY1|A0A6J2GAY1_9PASS
104,tr|A0A6J2GAY8|A0A6J2GAY8_9PASS
105,tr|A0A6J2GB11|A0A6J2GB11_9PASS
106,tr|A0A6J2GCF5|A0A6J2GCF5_9PASS
107,tr|A0A6J2GCG7|A0A6J2GCG7_9PASS
108,tr|A0A6J2GCI4|A0A6J2GCI4_9PASS
109,tr|A0A6J2GCS0|A0A6J2GCS0_9PASS
110,tr|A0A6J2GCX5|A0A6J2GCX5_9PASS
111,tr|A0A6J2GCY7|A0A6J2GCY7_9PASS
112,tr|A0A6J2GD20|A0A6J2GD20_9PASS
113,tr|A0A6J2GER0|A0A6J2GER0_9PASS
114,tr|A0A6J2GEU9|A0A6J2GEU9_9PASS
115,tr|A0A6J2GEV2|A0A6J2GEV2_9PASS
116,tr|A0A6J2GF21|A0A6J2GF21_9PASS
117,tr|A0A6J2GFQ0|A0A6J2GFQ0_9PASS
118,tr|A0A6J2GFR0|A0A6J2GFR0_9PASS
119,tr|A0A6J2GFR3|A0A6J2GFR3_9PASS
120,tr|A0A6J2GFU0|A0A6J2GFU0_9PASS
121,tr|A0A6J2GFU4|A0A6J2GFU4_9PASS
122,tr|A0A6J2GG26|A0A6J2GG26_9PASS
123,tr|A0A6J2GG53|A0A6J2GG53_9PASS
124,tr|A0A6J2GG54|A0A6J2GG54_9PASS
125,tr|A0A6J2GGF8|A0A6J2GGF8_9PASS
126,tr|A0A6J2GGN0|A0A6J2GGN0_9PASS
127,tr|A0A6J2GGQ1|A0A6J2GGQ1_9PASS
128,tr|A0A6J2GGX2|A0A6J2GGX2_9PASS
129,tr|A0A6J2GH36|A0A6J2GH36_9PASS
130,tr|A0A6J2GH84|A0A6J2GH84_9PASS
131,tr|A0A6J2GHD0|A0A6J2GHD0_9PASS
132,tr|A0A6J2GHI2|A0A6J2GHI2_9PASS
133,tr|A0A6J2GHL1|A0A6J2GHL1_9PASS
134,tr|A0A6J2GHL6|A0A6J2GHL6_9PASS
135,tr|A0A6J2GID2|A0A6J2GID2_9PASS
136,tr|A0A6J2GIT6|A0A6J2GIT6_9PASS
137,tr|A0A6J2GJ19|A0A6J2GJ19_9PASS
138,tr|A0A6J2GJ76|A0A6J2GJ76_9PASS
139,tr|A0A6J2GJL7|A0A6J2GJL7_9PASS
140,tr|A0A6J2GK79|A0A6J2GK79_9PASS
141,tr|A0A6J2GLN4|A0A6J2GLN4_9PASS
142,tr|A0A6J2GM39|A0A6J2GM39_9PASS
143,tr|A0A6J2GM94|A0A6J2GM94_9PASS
144,tr|A0A6J2GML4|A0A6J2GML4_9PASS
145,tr|A0A6J2GMM3|A0A6J2GMM3_9PASS
146,tr|A0A6J2GN26|A0A6J2GN26_9PASS
147,tr|A0A6J2GTA0|A0A6J2GTA0_9PASS
148,tr|A0A6J2GUA6|A0A6J2GUA6_9PASS
149,tr|A0A6J2GUB6|A0A6J2GUB6_9PASS
150,tr|A0A6J2GUF3|A0A6J2GUF3_9PASS
151,tr|A0A6J2GUN0|A0A6J2GUN0_9PASS
152,tr|A0A6J2GUW6|A0A6J2GUW6_9PASS
153,tr|A0A6J2GV08|A0A6J2GV08_9PASS
154,tr|A0A6J2GVB8|A0A6J2GVB8_9PASS
155,tr|A0A6J2GVE0|A0A6J2GVE0_9PASS
156,tr|A0A6J2GW03|A0A6J2GW03_9PASS
157,tr|A0A6J2GW97|A0A6J2GW97_9PASS
158,tr|A0A6J2GXT2|A0A6J2GXT2_9PASS
159,tr|A0A6J2GY59|A0A6J2GY59_9PASS
160,tr|A0A6J2GYM2|A0A6J2GYM2_9PASS
161,tr|A0A6J2GYX9|A0A6J2GYX9_9PASS
162,tr|A0A6J2GZ81|A0A6J2GZ81_9PASS
163,tr|A0A6J2GZL0|A0A6J2GZL0_9PASS
164,tr|A0A6J2GZR7|A0A6J2GZR7_9PASS
165,tr|A0A6J2GZV9|A0A6J2GZV9_9PASS
166,tr|A0A6J2GZY7|A0A6J2GZY7_9PASS
167,tr|A0A6J2H0B5|A0A6J2H0B5_9PASS
168,tr|A0A6J2H1N9|A0A6J2H1N9_9PASS
169,tr|A0A6J2H1W7|A0A6J2H1W7_9PASS
170,tr|A0A6J2H391|A0A6J2H391_9PASS
171,tr|A0A6J2H3C7|A0A6J2H3C7_9PASS
172,tr|A0A6J2H3H7|A0A6J2H3H7_9PASS
173,tr|A0A6J2H3K6|A0A6J2H3K6_9PASS
174,tr|A0A6J2H3V6|A0A6J2H3V6_9PASS
175,tr|A0A6J2H412|A0A6J2H412_9PASS
176,tr|A0A6J2H417|A0A6J2H417_9PASS
177,tr|A0A6J2H469|A0A6J2H469_9PASS
178,tr|A0A6J2H4G8|A0A6J2H4G8_9PASS
179,tr|A0A6J2H4K3|A0A6J2H4K3_9PASS
180,tr|A0A6J2H4S3|A0A6J2H4S3_9PASS
181,tr|A0A6J2H4W5|A0A6J2H4W5_9PASS
182,tr|A0A6J2H598|A0A6J2H598_9PASS
183,tr|A0A6J2H5A4|A0A6J2H5A4_9PASS
184,tr|A0A6J2H5I1|A0A6J2H5I1_9PASS
185,tr|A0A6J2H5T9|A0A6J2H5T9_9PASS
186,tr|A0A6J2H5U0|A0A6J2H5U0_9PASS
187,tr|A0A6J2H619|A0A6J2H619_9PASS
188,tr|A0A6J2H682|A0A6J2H682_9PASS
189,tr|A0A6J2H6Y0|A0A6J2H6Y0_9PASS
190,tr|A0A6J2H7A1|A0A6J2H7A1_9PASS
191,tr|A0A6J2H7R6|A0A6J2H7R6_9PASS
192,tr|A0A6J2HAH6|A0A6J2HAH6_9PASS
193,tr|A0A6J2HBR8|A0A6J2HBR8_9PASS
194,tr|A0A6J2HCN7|A0A6J2HCN7_9PASS
195,tr|A0A6J2HCX6|A0A6J2HCX6_9PASS
196,tr|A0A6J2HDQ1|A0A6J2HDQ1_9PASS
197,tr|A0A6J2HDR3|A0A6J2HDR3_9PASS
198,tr|A0A6J2HDZ0|A0A6J2HDZ0_9PASS
199,tr|A0A6J2HHN6|A0A6J2HHN6_9PASS
200,tr|A0A6J2HHU1|A0A6J2HHU1_9PASS
201,tr|A0A6J2HI25|A0A6J2HI25_9PASS
202,tr|A0A6J2HIB3|A0A6J2HIB3_9PASS
203,tr|A0A6J2HIC1|A0A6J2HIC1_9PASS
204,tr|A0A6J2HID8|A0A6J2HID8_9PASS
205,tr|A0A6J2HIH6|A0A6J2HIH6_9PASS
206,tr|A0A6J2HIR9|A0A6J2HIR9_9PASS
207,tr|A0A6J2HIU1|A0A6J2HIU1_9PASS
208,tr|A0A6J2HIX0|A0A6J2HIX0_9PASS
209,tr|A0A6J2HJ34|A0A6J2HJ34_9PASS
210,tr|A0A6J2HJ95|A0A6J2HJ95_9PASS
211,tr|A0A6J2HJA1|A0A6J2HJA1_9PASS
212,tr|A0A6J2HJA5|A0A6J2HJA5_9PASS
213,tr|A0A6J2HJD1|A0A6J2HJD1_9PASS
214,tr|A0A6J2HJM1|A0A6J2HJM1_9PASS
215,tr|A0A6J2HJQ1|A0A6J2HJQ1_9PASS
216,tr|A0A6J2HJV0|A0A6J2HJV0_9PASS
217,tr|A0A6J2HK05|A0A6J2HK05_9PASS
218,tr|A0A6J2HK71|A0A6J2HK71_9PASS
219,tr|A0A6J2HKE8|A0A6J2HKE8_9PASS
220,tr|A0A6J2HKI7|A0A6J2HKI7_9PASS
221,tr|A0A6J2HKN3|A0A6J2HKN3_9PASS
222,tr|A0A6J2HKS1|A0A6J2HKS1_9PASS
223,tr|A0A6J2HL74|A0A6J2HL74_9PASS
224,tr|A0A6J2HLM4|A0A6J2HLM4_9PASS
225,tr|A0A6J2HLN1|A0A6J2HLN1_9PASS
226,tr|A0A6J2HM10|A0A6J2HM10_9PASS
227,tr|A0A6J2HM31|A0A6J2HM31_9PASS
228,tr|A0A6J2HM89|A0A6J2HM89_9PASS
229,tr|A0A6J2HMS4|A0A6J2HMS4_9PASS
230,tr|A0A6J2HNJ9|A0A6J2HNJ9_9PASS
231,tr|A0A6J2HNL3|A0A6J2HNL3_9PASS
232,tr|A0A6J2HNW9|A0A6J2HNW9_9PASS
233,tr|A0A6J2HPQ4|A0A6J2HPQ4_9PASS
234,tr|A0A6J2HPQ5|A0A6J2HPQ5_9PASS
235,tr|A0A6J2HQU9|A0A6J2HQU9_9PASS
236,tr|A0A6J2HR31|A0A6J2HR31_9PASS
237,tr|A0A6J2HRB9|A0A6J2HRB9_9PASS
238,tr|A0A6J2HRJ8|A0A6J2HRJ8_9PASS
239,tr|A0A6J2HRK2|A0A6J2HRK2_9PASS
240,tr|A0A6J2HT79|A0A6J2HT79_9PASS
241,tr|A0A6J2HTJ3|A0A6J2HTJ3_9PASS
242,tr|A0A6J2HTK4|A0A6J2HTK4_9PASS
243,tr|A0A6J2HU19|A0A6J2HU19_9PASS
244,tr|A0A6J2HU66|A0A6J2HU66_9PASS
245,tr|A0A6J2HUA6|A0A6J2HUA6_9PASS
246,tr|A0A6J2HUI2|A0A6J2HUI2_9PASS
247,tr|A0A6J2HUL1|A0A6J2HUL1_9PASS
248,tr|A0A6J2HUM3|A0A6J2HUM3_9PASS
249,tr|A0A6J2HUX1|A0A6J2HUX1_9PASS
250,tr|A0A6J2HV40|A0A6J2HV40_9PASS
251,tr|A0A6J2HV45|A0A6J2HV45_9PASS
252,tr|A0A6J2HV98|A0A6J2HV98_9PASS
253,tr|A0A6J2HVF7|A0A6J2HVF7_9PASS
254,tr|A0A6J2HWW0|A0A6J2HWW0_9PASS
255,tr|A0A6J2HWX3|A0A6J2HWX3_9PASS
256,tr|A0A6J2HWZ8|A0A6J2HWZ8_9PASS
257,tr|A0A6J2HXJ0|A0A6J2HXJ0_9PASS
258,tr|A0A6J2HZ97|A0A6J2HZ97_9PASS
259,tr|A0A6J2I045|A0A6J2I045_9PASS
260,tr|A0A6J2I1I8|A0A6J2I1I8_9PASS
261,tr|A0A6J2I1J6|A0A6J2I1J6_9PASS
262,tr|A0A6J2I1S3|A0A6J2I1S3_9PASS
263,tr|A0A6J2I294|A0A6J2I294_9PASS
264,tr|A0A6J2I2B5|A0A6J2I2B5_9PASS
265,tr|A0A6J2I2I9|A0A6J2I2I9_9PASS
266,tr|A0A6J2I2L0|A0A6J2I2L0_9PASS
267,tr|A0A6J2I2T3|A0A6J2I2T3_9PASS
268,tr|A0A6J2I399|A0A6J2I399_9PASS
269,tr|A0A6J2I3M0|A0A6J2I3M0_9PASS
270,tr|A0A6J2I3M1|A0A6J2I3M1_9PASS
271,tr|A0A6J2I3W4|A0A6J2I3W4_9PASS
272,tr|A0A6J2I459|A0A6J2I459_9PASS
273,tr|A0A6J2I469|A0A6J2I469_9PASS
274,tr|A0A6J2I5T5|A0A6J2I5T5_9PASS
275,tr|A0A6J2I6C1|A0A6J2I6C1_9PASS
276,tr|A0A6J2I6I5|A0A6J2I6I5_9PASS
277,tr|A0A6J2I771|A0A6J2I771_9PASS
278,tr|A0A6J2I7B4|A0A6J2I7B4_9PASS
279,tr|A0A6J2I7P7|A0A6J2I7P7_9PASS
280,tr|A0A6J2I7S0|A0A6J2I7S0_9PASS
281,tr|A0A6J2I8H6|A0A6J2I8H6_9PASS
282,tr|A0A6J2I8P3|A0A6J2I8P3_9PASS
283,tr|A0A6J2I8R0|A0A6J2I8R0_9PASS
284,tr|A0A6J2I8X4|A0A6J2I8X4_9PASS
285,tr|A0A6J2I8X8|A0A6J2I8X8_9PASS
286,tr|A0A6J2I9K7|A0A6J2I9K7_9PASS
287,tr|A0A6J2I9L0|A0A6J2I9L0_9PASS
288,tr|A0A6J2IA73|A0A6J2IA73_9PASS
289,tr|A0A6J2ICR2|A0A6J2ICR2_9PASS
290,tr|A0A6J2ID70|A0A6J2ID70_9PASS
291,tr|A0A6J2IDE3|A0A6J2IDE3_9PASS
292,tr|A0A6J2IE92|A0A6J2IE92_9PASS
293,tr|A0A6J2IFK7|A0A6J2IFK7_9PASS
294,tr|A0A6J2IGD3|A0A6J2IGD3_9PASS
295,tr|A0A6J2IGQ6|A0A6J2IGQ6_9PASS
296,tr|A0A6J2IGW9|A0A6J2IGW9_9PASS
297,tr|A0A6J2IH88|A0A6J2IH88_9PASS
298,tr|A0A6J2IHG1|A0A6J2IHG1_9PASS
299,tr|A0A6J2IHI4|A0A6J2IHI4_9PASS
300,tr|A0A6J2IHJ4|A0A6J2IHJ4_9PASS
301,tr|A0A6J2IHT7|A0A6J2IHT7_9PASS
302,tr|A0A6J2IHU1|A0A6J2IHU1_9PASS
303,tr|A0A6J2IHV8|A0A6J2IHV8_9PASS
304,tr|A0A6J2II60|A0A6J2II60_9PASS
305,tr|A0A6J2IIM8|A0A6J2IIM8_9PASS
306,tr|A0A6J2IJ14|A0A6J2IJ14_9PASS
307,tr|A0A6J2IJ18|A0A6J2IJ18_9PASS
308,tr|A0A6J2IJI5|A0A6J2IJI5_9PASS
309,tr|A0A6J2IJN6|A0A6J2IJN6_9PASS
310,tr|A0A6J2IJQ7|A0A6J2IJQ7_9PASS
311,tr|A0A6J2IJV1|A0A6J2IJV1_9PASS
312,tr|A0A6J2IJV5|A0A6J2IJV5_9PASS
313,tr|A0A6J2IK90|A0A6J2IK90_9PASS
314,tr|A0A6J2IKN7|A0A6J2IKN7_9PASS
315,tr|A0A6J2ILD9|A0A6J2ILD9_9PASS
316,tr|A0A6J2ILE5|A0A6J2ILE5_9PASS
317,tr|A0A6J2ILH0|A0A6J2ILH0_9PASS
318,tr|A0A6J2IMR5|A0A6J2IMR5_9PASS
319,tr|A0A6J2IMX4|A0A6J2IMX4_9PASS
320,tr|A0A6J2IN46|A0A6J2IN46_9PASS
321,tr|A0A6J2INC0|A0A6J2INC0_9PASS
322,tr|A0A6J2INX7|A0A6J2INX7_9PASS
323,tr|A0A6J2IPA5|A0A6J2IPA5_9PASS
324,tr|A0A6J2IQD6|A0A6J2IQD6_9PASS
325,tr|A0A6J2IQN0|A0A6J2IQN0_9PASS
326,tr|A0A6J2IQS3|A0A6J2IQS3_9PASS
327,tr|A0A6J2IQX3|A0A6J2IQX3_9PASS
328,tr|A0A6J2IR77|A0A6J2IR77_9PASS
329,tr|A0A6J2IRA3|A0A6J2IRA3_9PASS
330,tr|A0A6J2ISB9|A0A6J2ISB9_9PASS
331,tr|A0A6J2ISG3|A0A6J2ISG3_9PASS
332,tr|A0A6J2ISS9|A0A6J2ISS9_9PASS
333,tr|A0A6J2IT82|A0A6J2IT82_9PASS
334,tr|A0A6J2ITH6|A0A6J2ITH6_9PASS
335,tr|A0A6J2IUK5|A0A6J2IUK5_9PASS
336,tr|A0A6J2IV35|A0A6J2IV35_9PASS
337,tr|A0A6J2IVC4|A0A6J2IVC4_9PASS
338,tr|A0A6J2IVE6|A0A6J2IVE6_9PASS
339,tr|A0A6J2IVF1|A0A6J2IVF1_9PASS
340,tr|A0A6J2IVH0|A0A6J2IVH0_9PASS
341,tr|A0A6J2IVR9|A0A6J2IVR9_9PASS
342,tr|A0A6J2IWN5|A0A6J2IWN5_9PASS
343,tr|A0A6J2IX04|A0A6J2IX04_9PASS
344,tr|A0A6J2IX13|A0A6J2IX13_9PASS
345,tr|A0A6J2IYR2|A0A6J2IYR2_9PASS
346,tr|A0A6J2IZ14|A0A6J2IZ14_9PASS
347,tr|A0A6J2IZ67|A0A6J2IZ67_9PASS
348,tr|A0A6J2IZT3|A0A6J2IZT3_9PASS
349,tr|A0A6J2J061|A0A6J2J061_9PASS
350,tr|A0A6J2J0J9|A0A6J2J0J9_9PASS
351,tr|A0A6J2J0M8|A0A6J2J0M8_9PASS
352,tr|A0A6J2J0R2|A0A6J2J0R2_9PASS
353,tr|A0A6J2J121|A0A6J2J121_9PASS
354,tr|A0A6J2J150|A0A6J2J150_9PASS
355,tr|A0A6J2J184|A0A6J2J184_9PASS
356,tr|A0A6J2J1G7|A0A6J2J1G7_9PASS
357,tr|A0A6J2J1L8|A0A6J2J1L8_9PASS
358,tr|A0A6J2J1V9|A0A6J2J1V9_9PASS
359,tr|A0A6J2J1Z3|A0A6J2J1Z3_9PASS
360,tr|A0A6J2J2G6|A0A6J2J2G6_9PASS
361,tr|A0A6J2J2M7|A0A6J2J2M7_9PASS
362,tr|A0A6J2J2P2|A0A6J2J2P2_9PASS
363,tr|A0A6J2J2R6|A0A6J2J2R6_9PASS
364,tr|A0A6J2J3J4|A0A6J2J3J4_9PASS
365,tr|A0A6J2J3J9|A0A6J2J3J9_9PASS
366,tr|A0A6J2J3N0|A0A6J2J3N0_9PASS
367,tr|A0A6J2J3Z3|A0A6J2J3Z3_9PASS
368,tr|A0A6J2J3Z8|A0A6J2J3Z8_9PASS
369,tr|A0A6J2J465|A0A6J2J465_9PASS
370,tr|A0A6J2J470|A0A6J2J470_9PASS
371,tr|A0A6J2J483|A0A6J2J483_9PASS
372,tr|A0A6J2J4A1|A0A6J2J4A1_9PASS
373,tr|A0A6J2J519|A0A6J2J519_9PASS
374,tr|A0A6J2J5I3|A0A6J2J5I3_9PASS
375,tr|A0A6J2J5J1|A0A6J2J5J1_9PASS
376,tr|A0A6J2J7G0|A0A6J2J7G0_9PASS
377,tr|A0A7R5JZF3|A0A7R5JZF3_9PASS
378,tr|A0A7R5K2E9|A0A7R5K2E9_9PASS
379,tr|A0A7R5K331|A0A7R5K331_9PASS
380,tr|A0A7R5K4M1|A0A7R5K4M1_9PASS
381,tr|A0A7R5K4W8|A0A7R5K4W8_9PASS
382,tr|A0A7R5K626|A0A7R5K626_9PASS
383,tr|A0A7R5K6H0|A0A7R5K6H0_9PASS
384,tr|A0A7R5K6U8|A0A7R5K6U8_9PASS
385,tr|A0A7R5K787|A0A7R5K787_9PASS
386,tr|A0A7R5K8A7|A0A7R5K8A7_9PASS
387,tr|A0A7R5K8B2|A0A7R5K8B2_9PASS
388,tr|A0A7R5K8W2|A0A7R5K8W2_9PASS
389,tr|A0A7R5K8W6|A0A7R5K8W6_9PASS
390,tr|A0A7R5K9L9|A0A7R5K9L9_9PASS
391,tr|A0A7R5K9V6|A0A7R5K9V6_9PASS
392,tr|A0A7R5K9W0|A0A7R5K9W0_9PASS
393,tr|A0A7R5KA92|A0A7R5KA92_9PASS
394,tr|A0A7R5KAC6|A0A7R5KAC6_9PASS
395,tr|A0A7R5KAH0|A0A7R5KAH0_9PASS
396,tr|A0A7R5KAH6|A0A7R5KAH6_9PASS
397,tr|A0A7R5KBE6|A0A7R5KBE6_9PASS
398,tr|A0A7R5KBI7|A0A7R5KBI7_9PASS
399,tr|A0A7R5KBJ3|A0A7R5KBJ3_9PASS
400,tr|A0A7R5KD49|A0A7R5KD49_9PASS
401,tr|A0A7R5KD56|A0A7R5KD56_9PASS
402,tr|A0A7R5KD72|A0A7R5KD72_9PASS
403,tr|A0A7R5KDJ5|A0A7R5KDJ5_9PASS
404,tr|A0A7R5KDN2|A0A7R5KDN2_9PASS
405,tr|A0A7R5KDV3|A0A7R5KDV3_9PASS
406,tr|A0A7R5KE01|A0A7R5KE01_9PASS
407,tr|A0A7R5KE33|A0A7R5KE33_9PASS
408,tr|A0A7R5KEX3|A0A7R5KEX3_9PASS
409,tr|A0A7R5KFC5|A0A7R5KFC5_9PASS
410,tr|A0A7R5KFF9|A0A7R5KFF9_9PASS
411,tr|A0A7R5KFI7|A0A7R5KFI7_9PASS
412,tr|A0A7R5KFM1|A0A7R5KFM1_9PASS
413,tr|A0A7R5KFP5|A0A7R5KFP5_9PASS
414,tr|A0A7R5KG23|A0A7R5KG23_9PASS
415,tr|A0A7R5KG90|A0A7R5KG90_9PASS
416,tr|A0A7R5KGD4|A0A7R5KGD4_9PASS
417,tr|A0A7R5KGI5|A0A7R5KGI5_9PASS
418,tr|A0A7R5KGN8|A0A7R5KGN8_9PASS
419,tr|A0A7R5KGP1|A0A7R5KGP1_9PASS
420,tr|A0A7R5KGV0|A0A7R5KGV0_9PASS
421,tr|A0A7R5KGX2|A0A7R5KGX2_9PASS
422,tr|A0A7R5KH14|A0A7R5KH14_9PASS
423,tr|A0A7R5KH55|A0A7R5KH55_9PASS
424,tr|A0A7R5KH75|A0A7R5KH75_9PASS
425,tr|A0A7R5KHB9|A0A7R5KHB9_9PASS
426,tr|A0A7R5KHW4|A0A7R5KHW4_9PASS
427,tr|A0A7R5KI44|A0A7R5KI44_9PASS
428,tr|A0A7R5KIF0|A0A7R5KIF0_9PASS
429,tr|A0A7R5KJ40|A0A7R5KJ40_9PASS
430,tr|A0A7R5KJ68|A0A7R5KJ68_9PASS
431,tr|A0A7R5KJL8|A0A7R5KJL8_9PASS
432,tr|A0A7R5KK01|A0A7R5KK01_9PASS
433,tr|A0A7R5KK05|A0A7R5KK05_9PASS
434,tr|A0A7R5KKV8|A0A7R5KKV8_9PASS
435,tr|A0A7R5KLD9|A0A7R5KLD9_9PASS
436,tr|A0A7R5KLE6|A0A7R5KLE6_9PASS
437,tr|A0A7R5KLF5|A0A7R5KLF5_9PASS
438,tr|A0A7R5KLQ3|A0A7R5KLQ3_9PASS
439,tr|A0A7R5KLT8|A0A7R5KLT8_9PASS
440,tr|A0A7R5KLV8|A0A7R5KLV8_9PASS
441,tr|A0A7R5KLW5|A0A7R5KLW5_9PASS
442,tr|A0A7R5KLX1|A0A7R5KLX1_9PASS
443,tr|A0A7R5KLZ9|A0A7R5KLZ9_9PASS
444,tr|A0A7R5KM99|A0A7R5KM99_9PASS
